segment_id,road,way_id,highway,km,mid_lon,mid_lat
unnamed_1274056144_0,unnamed,1274056144,trunk,0.141,77.272749,28.671849
doctor-kailash-nath-katju-marg_1274613355_0,Doctor Kailash Nath Katju Marg,1274613355,primary,0.109,77.118572,28.731933
doctor-kailash-nath-katju-marg_1274613356_0,Doctor Kailash Nath Katju Marg,1274613356,primary,0.079,77.120158,28.730965
mahatma-gandhi-marg_1274772411_0,Mahatma Gandhi Marg,1274772411,primary,0.064,77.178015,28.707876
wazirabad-road_1274778109_0,Wazirabad Road,1274778109,trunk,0.066,77.279754,28.702231
wazirabad-road_1274778110_0,Wazirabad Road,1274778110,trunk,0.191,77.28144,28.701953
wazirabad-road_1274778111_0,Wazirabad Road,1274778111,trunk,0.201,77.285308,28.701651
wazirabad-road_1274778112_0,Wazirabad Road,1274778112,trunk,0.088,77.288246,28.701395
loni-road_1274789152_0,Loni Road,1274789152,trunk,0.401,77.291426,28.705014
unnamed_1274790488_0,unnamed,1274790488,primary,0.008,76.909545,28.535517
najafgarh-daurala-road_1274790489_0,Najafgarh Daurala Road,1274790489,primary,0.66,76.909412,28.535304
najafgarh-daurala-road_1274790491_0,Najafgarh Daurala Road,1274790491,primary,0.576,76.914671,28.534291
shahdara-flyover_1274791157_0,Shahdara Flyover,1274791157,trunk,0.128,77.282865,28.673374
shahdara-flyover_1274791158_0,Shahdara Flyover,1274791158,trunk,0.126,77.282194,28.673078
shahdara-flyover_1274791159_0,Shahdara Flyover,1274791159,trunk,0.041,77.283755,28.673587
shahdara-flyover_1274791160_0,Shahdara Flyover,1274791160,trunk,0.042,77.283707,28.673481
arihant-marg_1274821493_0,Arihant Marg,1274821493,primary,0.238,77.182607,28.724882
arihant-marg_1274821494_0,Arihant Marg,1274821494,primary,0.241,77.18259,28.722822
delhi-loni-road-flyover_1274823144_0,Delhi Loni Road Flyover,1274823144,trunk,0.046,77.294549,28.700658
delhi-loni-road-flyover_1274823145_0,Delhi Loni Road Flyover,1274823145,trunk,0.079,77.294262,28.700614
loni-road_1274832216_0,Loni Road,1274832216,trunk,0.343,77.292417,28.677192
road-number-57_1274875340_0,Road Number 57,1274875340,primary,0.221,77.307277,28.635925
road-number-57_1274875342_0,Road Number 57,1274875342,primary,0.012,77.309071,28.636008
swami-dayanand-marg_1274878167_0,Swami Dayanand Marg,1274878167,primary,0.012,77.292656,28.652979
swami-dayanand-marg_1275172294_0,Swami Dayanand Marg,1275172294,primary,0.331,77.284873,28.664796
delhi-dehradun-expressway_1275175341_0,Delhi–Dehradun Expressway,1275175341,trunk,0.344,77.268554,28.649507
delhi-dehradun-expressway_1275175608_0,Delhi-Dehradun Expressway,1275175608,motorway,0.06,77.269155,28.641545
unnamed_1275223135_0,unnamed,1275223135,primary,0.086,77.246191,28.565195
unnamed_1275223136_0,unnamed,1275223136,primary,0.121,77.246328,28.565462
unnamed_1275474488_0,unnamed,1275474488,primary,0.044,77.121103,28.607278
urban-extension-road-ii_1275520486_0,Urban Extension Road-II,1275520486,trunk,0.157,76.999585,28.627033
unnamed_1275541084_0,unnamed,1275541084,trunk,0.387,77.051333,28.554382
urban-extension-road-ii_1275944971_0,Urban Extension Road-II,1275944971,trunk,0.033,77.008865,28.590886
urban-extension-road-ii_1275944972_0,Urban Extension Road-II,1275944972,trunk,0.012,77.00887,28.590994
urban-extension-road-ii_1275944973_0,Urban Extension Road-II,1275944973,trunk,0.037,77.008967,28.590552
urban-extension-road-ii_1275944974_0,Urban Extension Road-II,1275944974,trunk,0.012,77.008987,28.590882
urban-extension-road-ii_1275944976_0,Urban Extension Road-II,1275944976,trunk,0.099,77.006974,28.585099
urban-extension-road-ii_1275944977_0,Urban Extension Road-II,1275944977,trunk,0.011,77.006876,28.584842
urban-extension-road-ii_1275944978_0,Urban Extension Road-II,1275944978,trunk,0.091,77.007047,28.584912
urban-extension-road-ii_1275944979_0,Urban Extension Road-II,1275944979,trunk,0.011,77.00699,28.584741
urban-extension-road-ii_1275944986_0,Urban Extension Road-II,1275944986,trunk,0.498,77.021701,28.564038
urban-extension-road-ii_1275944987_0,Urban Extension Road-II,1275944987,trunk,0.503,77.022005,28.564021
unnamed_1275955304_0,unnamed,1275955304,trunk,0.021,77.04269,28.546047
unnamed_1275955306_0,unnamed,1275955306,trunk,0.069,77.040163,28.543013
dwarka-expressway_1276018672_0,Dwarka Expressway,1276018672,trunk,0.193,77.048563,28.551855
unnamed_1276018673_0,unnamed,1276018673,trunk,0.67,77.048479,28.551394
unnamed_1276018675_0,unnamed,1276018675,trunk,0.125,77.044055,28.546568
unnamed_1276018676_0,unnamed,1276018676,trunk,0.31,77.043274,28.545413
unnamed_1276018678_0,unnamed,1276018678,trunk,0.011,77.042125,28.544056
unnamed_1276018679_0,unnamed,1276018679,trunk,0.207,77.041029,28.543008
unnamed_1276018684_0,unnamed,1276018684,trunk,0.141,77.036244,28.536772
shivaji-marg_1279062158_0,Shivaji Marg,1279062158,primary,0.191,77.069945,28.62669
shivaji-marg_1279062160_0,Shivaji Marg,1279062160,primary,0.006,77.070175,28.626776
acharya-shri-tulsi-marg_1280801689_0,Acharya Shri Tulsi Marg,1280801689,trunk,0.091,77.116926,28.481008
delhi-meerut-expressway_1283496575_0,Delhi - Meerut Expressway,1283496575,motorway,0.029,77.30879,28.62455
delhi-meerut-expressway_1283496576_0,Delhi - Meerut Expressway,1283496576,motorway,0.008,77.308517,28.624453
delhi-meerut-expressway_1283496577_0,Delhi - Meerut Expressway,1283496577,motorway,0.027,77.308578,28.624313
delhi-meerut-expressway_1283496578_0,Delhi - Meerut Expressway,1283496578,motorway,0.008,77.308502,28.624286
delhi-meerut-expressway_1283496583_0,Delhi - Meerut Expressway,1283496583,motorway,0.046,77.309465,28.624765
delhi-meerut-expressway_1283496584_0,Delhi - Meerut Expressway,1283496584,motorway,0.008,77.309541,28.62479
delhi-meerut-expressway_1283496585_0,Delhi - Meerut Expressway,1283496585,motorway,0.04,77.309135,28.624506
delhi-meerut-expressway_1283496586_0,Delhi - Meerut Expressway,1283496586,motorway,0.008,77.309522,28.624632
flyover_1283521604_0,Flyover,1283521604,trunk,0.262,77.300246,28.621772
flyover_1283521605_0,Flyover,1283521605,trunk,0.019,77.300423,28.62183
delhi-meerut-expressway_1283521606_0,Delhi - Meerut Expressway,1283521606,motorway,0.263,77.300294,28.621671
delhi-meerut-expressway_1283521607_0,Delhi - Meerut Expressway,1283521607,motorway,0.02,77.300484,28.621735
delhi-meerut-expressway_1283521608_0,Delhi - Meerut Expressway,1283521608,motorway,0.264,77.297836,28.620692
delhi-meerut-expressway_1283521609_0,Delhi - Meerut Expressway,1283521609,motorway,0.02,77.300359,28.621535
delhi-meerut-expressway_1283524751_0,Delhi - Meerut Expressway,1283524751,motorway,0.605,77.263551,28.601494
delhi-meerut-expressway_1283524752_0,Delhi - Meerut Expressway,1283524752,motorway,0.011,77.265946,28.602515
delhi-meerut-expressway_1283524753_0,Delhi - Meerut Expressway,1283524753,motorway,0.008,77.260329,28.600025
delhi-meerut-expressway_1283524754_0,Delhi - Meerut Expressway,1283524754,motorway,0.009,77.260366,28.599959
delhi-meerut-expressway_1283524755_0,Delhi - Meerut Expressway,1283524755,motorway,0.011,77.265946,28.602515
nh248bb_1283639343_0,NH248BB,1283639343,trunk,1.046,77.097094,28.53782
nh248bb_1283639343_1,NH248BB,1283639343,trunk,0.878,77.107911,28.53541
nh248bb_1283639344_0,NH248BB,1283639344,trunk,0.014,77.092412,28.538072
nh248bb_1283639345_0,NH248BB,1283639345,trunk,0.511,77.09577,28.537367
naraina-flyover_1285853439_0,Naraina flyover,1285853439,primary,0.037,77.13274,28.630509
naraina-flyover_1285853440_0,Naraina flyover,1285853440,primary,0.045,77.132555,28.63065
mahatma-gandhi-marg_1285857335_0,Mahatma Gandhi Marg,1285857335,primary,0.072,77.131441,28.633537
mahatma-gandhi-marg_1285857337_0,Mahatma Gandhi Marg,1285857337,primary,0.048,77.131512,28.633587
mahatma-gandhi-marg_1285857338_0,Mahatma Gandhi Marg,1285857338,primary,0.024,77.131523,28.633558
mahatma-gandhi-marg_1285857339_0,Mahatma Gandhi Marg,1285857339,primary,0.021,77.12905,28.639886
urban-extension-road-ii_1286326480_0,Urban Extension Road-II,1286326480,trunk,0.247,76.999007,28.62574
dadri-road_1287333067_0,Dadri Road,1287333067,trunk,0.184,77.3005,28.584818
shivaji-marg_1288042210_0,Shivaji Marg,1288042210,primary,0.33,77.067821,28.625702
dwarka-expressway_1288469171_0,Dwarka Expressway,1288469171,trunk,0.404,77.052539,28.556752
dwarka-expressway_1288469172_0,Dwarka Expressway,1288469172,trunk,0.473,77.052092,28.556036
dwarka-expressway_1288469173_0,Dwarka Expressway,1288469173,trunk,0.04,77.051045,28.555021
dwarka-expressway_1288469174_0,Dwarka Expressway,1288469174,trunk,0.228,77.049984,28.553524
dwarka-expressway_1288469175_0,Dwarka Expressway,1288469175,trunk,0.121,77.051553,28.555596
urban-extension-road-ii_1288469182_0,Urban Extension Road-II,1288469182,trunk,0.203,77.056728,28.548106
grand-trunk-road_1296341842_0,Grand Trunk Road,1296341842,trunk,0.22,77.136011,28.811286
nizamuddin-railway-station-flyover_1297654553_0,Nizamuddin Railway Station Flyover,1297654553,trunk,0.449,77.258615,28.589307
nizamuddin-railway-station-flyover_1297654554_0,Nizamuddin Railway Station Flyover,1297654554,trunk,0.057,77.259349,28.586991
nizamuddin-railway-station-flyover_1297654555_0,Nizamuddin Railway Station Flyover,1297654555,trunk,0.028,77.259455,28.586756
nh344p_1298054174_0,NH344P,1298054174,trunk,1.014,77.03909,28.807374
nh344p_1298054174_1,NH344P,1298054174,trunk,1.048,77.033719,28.815759
nh344p_1298054174_2,NH344P,1298054174,trunk,0.334,77.02768,28.822092
nh344p_1298054175_0,NH344P,1298054175,trunk,0.028,77.027212,28.822752
nh344p_1298054176_0,NH344P,1298054176,trunk,1.089,77.030856,28.818678
nh344p_1298054176_1,NH344P,1298054176,trunk,1.134,77.038581,28.808756
nh344p_1298054176_2,NH344P,1298054176,trunk,0.171,77.040199,28.805308
nh344p_1298054177_0,NH344P,1298054177,trunk,0.03,77.027501,28.822558
nh344p_1298054178_0,NH344P,1298054178,trunk,0.8,77.025456,28.825272
nh344p_1298054179_0,NH344P,1298054179,trunk,0.026,77.023168,28.829262
nh344p_1298054180_0,NH344P,1298054180,trunk,0.8,77.025149,28.825967
nh344p_1298054181_0,NH344P,1298054181,trunk,0.026,77.023406,28.829089
nh344p_1298054182_0,NH344P,1298054182,trunk,0.923,77.022278,28.831452
nh344p_1298054184_0,NH344P,1298054184,trunk,0.926,77.021112,28.834201
nh344p_1298054186_0,NH344P,1298054186,trunk,0.445,77.019774,28.839669
nh344p_1298054187_0,NH344P,1298054187,trunk,0.448,77.019993,28.838938
nh344p_1298054188_0,NH344P,1298054188,trunk,0.019,77.020348,28.837268
nh344p_1298054189_0,NH344P,1298054189,trunk,0.021,77.02026,28.837267
nh344p_1298056350_0,NH344P,1298056350,trunk,0.44,77.042188,28.800881
nh344p_1298056351_0,NH344P,1298056351,trunk,0.035,77.041189,28.802913
nh344p_1298056352_0,NH344P,1298056352,trunk,0.437,77.042267,28.800933
nh344p_1298056353_0,NH344P,1298056353,trunk,0.034,77.041436,28.802643
unnamed_1298974606_0,unnamed,1298974606,trunk,0.111,77.035846,28.537161
unnamed_1306079032_0,unnamed,1306079032,primary,0.556,77.114288,28.806234
unnamed_1306079033_0,unnamed,1306079033,primary,0.011,77.119196,28.807353
unnamed_1306079034_0,unnamed,1306079034,primary,0.433,77.120623,28.807666
dwarka-expressway_1309546294_0,Dwarka Expressway,1309546294,trunk,0.099,77.054732,28.559358
gt-road_1310466272_0,GT Road,1310466272,trunk,0.256,77.314185,28.676146
grand-trunk-road_1311977376_0,Grand Trunk Road,1311977376,trunk,0.019,77.128767,28.835248
mayur-vihar-flyover_1311984903_0,Mayur Vihar Flyover,1311984903,trunk,0.038,77.298417,28.58615
mayur-vihar-flyover_1311984904_0,Mayur Vihar Flyover,1311984904,trunk,0.036,77.298829,28.586026
dadri-road_1311986233_0,Dadri Road,1311986233,trunk,0.278,77.291543,28.598232
akshardham-flyover_1311987470_0,Akshardham Flyover,1311987470,trunk,0.061,77.281188,28.616066
akshardham-flyover_1311987471_0,Akshardham Flyover,1311987471,trunk,0.028,77.284702,28.611006
akshardham-flyover_1311987472_0,Akshardham Flyover,1311987472,trunk,0.055,77.285163,28.61055
delhi-loni-road-flyover_1311994917_0,Delhi Loni Road Flyover,1311994917,trunk,0.036,77.288466,28.701283
delhi-loni-road-flyover_1311994918_0,Delhi Loni Road Flyover,1311994918,trunk,0.045,77.294451,28.700591
nand-nagari-flyover_1311996406_0,Nand Nagari Flyover,1311996406,trunk,0.027,77.298233,28.699966
nand-nagari-flyover_1311996407_0,Nand Nagari Flyover,1311996407,trunk,0.026,77.298448,28.700034
nand-nagari-flyover_1311996408_0,Nand Nagari Flyover,1311996408,trunk,0.014,77.305254,28.699054
burari-flyover_1311999549_0,Burari Flyover,1311999549,trunk,0.067,77.201663,28.727581
burari-flyover_1311999550_0,Burari Flyover,1311999550,trunk,0.063,77.194146,28.729381
shahdara-flyover_1312001709_0,Shahdara Flyover,1312001709,trunk,0.091,77.277177,28.672595
shahdara-flyover_1312001710_0,Shahdara Flyover,1312001710,trunk,0.101,77.277173,28.672511
shahdara-flyover_1312001711_0,Shahdara Flyover,1312001711,trunk,0.083,77.307396,28.67587
shahdara-flyover_1312001712_0,Shahdara Flyover,1312001712,trunk,0.082,77.306547,28.67577
shahdara-flyover_1312001713_0,Shahdara Flyover,1312001713,primary,0.032,77.306541,28.675721
shahdara-flyover_1312001714_0,Shahdara Flyover,1312001714,primary,0.025,77.295978,28.675723
shahdara-flyover_1312001715_0,Shahdara Flyover,1312001715,primary,0.038,77.296116,28.675973
shahdara-flyover_1312001716_0,Shahdara Flyover,1312001716,trunk,0.028,77.283248,28.673461
shahdara-flyover_1312001717_0,Shahdara Flyover,1312001717,trunk,0.029,77.283284,28.673369
doctor-kb-hedgewar-marg_1312003261_0,Doctor KB Hedgewar Marg,1312003261,trunk,0.277,77.180772,28.732761
doctor-kb-hedgewar-marg_1312003262_0,Doctor KB Hedgewar Marg,1312003262,trunk,0.053,77.179273,28.733418
doctor-kb-hedgewar-marg_1312003263_0,Doctor KB Hedgewar Marg,1312003263,trunk,0.049,77.178729,28.73345
doctor-kb-hedgewar-marg_1312003264_0,Doctor KB Hedgewar Marg,1312003264,trunk,0.081,77.187835,28.731117
doctor-kb-hedgewar-marg_1312003265_0,Doctor KB Hedgewar Marg,1312003265,trunk,0.25,77.18451,28.731746
doctor-kb-hedgewar-marg_1312003266_0,Doctor KB Hedgewar Marg,1312003266,trunk,0.078,77.186986,28.731158
mahatma-gandhi-marg_1312009498_0,Mahatma Gandhi Marg,1312009498,primary,0.03,77.127285,28.657059
raja-garden-flyover_1312009499_0,Raja Garden Flyover,1312009499,primary,0.041,77.127067,28.657077
bhalswa-flyover_1312010662_0,Bhalswa Flyover,1312010662,trunk,0.078,77.163945,28.737847
bhalswa-flyover_1312010663_0,Bhalswa Flyover,1312010663,trunk,0.27,77.165383,28.737697
bhalswa-flyover_1312010664_0,Bhalswa Flyover,1312010664,trunk,0.062,77.171358,28.736346
bhalswa-flyover_1312010665_0,Bhalswa Flyover,1312010665,trunk,0.27,77.168924,28.737027
bhalswa-flyover_1312010666_0,Bhalswa Flyover,1312010666,trunk,0.059,77.170731,28.736391
bhalswa-flyover_1312010667_0,Bhalswa Flyover,1312010667,trunk,0.081,77.162967,28.737676
shaheed-captain-vikram-batra-flyover_1312019470_0,Shaheed Captain Vikram Batra Flyover,1312019470,trunk,0.055,77.153376,28.733398
shaheed-captain-vikram-batra-flyover_1312019471_0,Shaheed Captain Vikram Batra Flyover,1312019471,trunk,0.108,77.152938,28.732938
rao-tula-ram-flyover_1312159374_0,Rao Tula Ram Flyover,1312159374,trunk,0.06,77.152401,28.574139
rao-tula-ram-flyover_1312159375_0,Rao Tula Ram Flyover,1312159375,trunk,0.03,77.156807,28.575797
rao-tula-ram-flyover_1312159376_0,Rao Tula Ram Flyover,1312159376,trunk,0.049,77.16364,28.569923
munirka-flyover_1312162611_0,Munirka Flyover,1312162611,primary,0.041,77.167092,28.56461
munirka-flyover_1312162612_0,Munirka Flyover,1312162612,primary,0.052,77.167375,28.564321
munirka-flyover_1312162613_0,Munirka Flyover,1312162613,primary,0.04,77.17573,28.556008
munirka-flyover_1312162614_0,Munirka Flyover,1312162614,primary,0.04,77.175334,28.55615
iit-flyover_1312165813_0,IIT Flyover,1312165813,primary,0.059,77.179415,28.553443
iit-flyover_1312165814_0,IIT Flyover,1312165814,primary,0.061,77.179981,28.553226
iit-flyover_1312165815_0,IIT Flyover,1312165815,primary,0.046,77.187607,28.548969
iit-flyover_1312165816_0,IIT Flyover,1312165816,primary,0.013,77.187758,28.549037
iit-flyover_1312168631_0,IIT Flyover,1312168631,primary,0.087,77.198319,28.545562
iit-flyover_1312168632_0,IIT Flyover,1312168632,primary,0.087,77.198264,28.545462
iit-flyover_1312168633_0,IIT Flyover,1312168633,primary,0.099,77.204541,28.543856
savitri-flyover_1312193813_0,Savitri Flyover,1312193813,primary,0.031,77.241872,28.542789
nehru-place-flyover_1312196604_0,Nehru Place Flyover,1312196604,primary,0.032,77.252476,28.546934
nehru-place-flyover_1312196605_0,Nehru Place Flyover,1312196605,primary,0.033,77.252338,28.546772
grand-trunk-road_1312217828_0,Grand Trunk Road,1312217828,trunk,0.144,77.142801,28.791004
grand-trunk-road_1312217829_0,Grand Trunk Road,1312217829,trunk,0.059,77.143965,28.795835
moti-bagh-flyover_1312224221_0,Moti Bagh Flyover,1312224221,primary,0.043,77.177646,28.575955
bikaji-cama-place-flyover_1312228805_0,Bikaji Cama Place Flyover,1312228805,primary,0.032,77.192568,28.569382
bikaji-cama-place-flyover_1312228806_0,Bikaji Cama Place Flyover,1312228806,primary,0.089,77.186278,28.56981
doctor-kb-hedgewar-marg_1312751834_0,Doctor KB Hedgewar Marg,1312751834,primary,0.098,77.227038,28.70913
rani-jhansi-flyover_1312778058_0,Rani Jhansi Flyover,1312778058,primary,0.008,77.203152,28.658239
zakhira-flyover_1312789634_0,Zakhira Flyover,1312789634,primary,0.073,77.173854,28.665566
zakhira-flyover_1312789635_0,Zakhira Flyover,1312789635,primary,0.106,77.173804,28.665494
dabri-dwarka-road_1312797281_0,Dabri Dwarka Road,1312797281,primary,0.262,77.085681,28.612132
pankha-road_1312798277_0,Pankha Road,1312798277,primary,0.158,77.107292,28.606496
pankha-road_1312798278_0,Pankha Road,1312798278,primary,0.066,77.105286,28.607268
pankha-road_1312798279_0,Pankha Road,1312798279,primary,0.148,77.112586,28.603997
pankha-road_1312798280_0,Pankha Road,1312798280,primary,0.158,77.112785,28.604075
cariappa-marg_1312801229_0,Cariappa Marg,1312801229,primary,0.326,77.1211,28.607607
cariappa-marg_1312801230_0,Cariappa Marg,1312801230,primary,0.177,77.118009,28.608691
jangpura-road-flyover_1312806545_0,Jangpura Road Flyover,1312806545,primary,0.207,77.256144,28.575184
jangpura-road-flyover_1312806546_0,Jangpura Road Flyover,1312806546,primary,0.208,77.255855,28.57575
jangpura-road-flyover_1312806547_0,Jangpura Road Flyover,1312806547,primary,0.023,77.251555,28.582445
jangpura-road-flyover_1312806548_0,Jangpura Road Flyover,1312806548,primary,0.009,77.256518,28.574677
jangpura-road-flyover_1312807952_0,Jangpura Road Flyover,1312807952,primary,0.01,77.256681,28.574666
nangloi-flyover_1312960083_0,Nangloi Flyover,1312960083,trunk,0.045,77.060035,28.682222
nangloi-flyover_1312960084_0,Nangloi Flyover,1312960084,trunk,0.053,77.060002,28.682126
nangloi-flyover_1312960085_0,Nangloi Flyover,1312960085,trunk,0.031,77.071175,28.682122
nangloi-flyover_1312960086_0,Nangloi Flyover,1312960086,trunk,0.064,77.070853,28.68203
mangolpuri-flyover_1312961865_0,Mangolpuri Flyover,1312961865,trunk,0.196,77.096876,28.690378
mangolpuri-flyover_1312961866_0,Mangolpuri Flyover,1312961866,trunk,0.196,77.096667,28.689821
outer-ring-road_1312961867_0,Outer Ring Road,1312961867,trunk,0.307,77.124166,28.699691
mangolpuri-flyover_1312961868_0,Mangolpuri Flyover,1312961868,trunk,0.064,77.122869,28.699181
mangolpuri-flyover_1312961869_0,Mangolpuri Flyover,1312961869,trunk,0.045,77.123234,28.699514
mangolpuri-flyover_1312961870_0,Mangolpuri Flyover,1312961870,trunk,0.04,77.097373,28.69084
mangolpuri-flyover_1312961871_0,Mangolpuri Flyover,1312961871,trunk,0.056,77.097544,28.691244
mangolpuri-flyover_1312962759_0,Mangolpuri Flyover,1312962759,trunk,0.029,77.095799,28.686568
mangolpuri-flyover_1312962760_0,Mangolpuri Flyover,1312962760,trunk,0.154,77.09593,28.686558
mangolpuri-flyover_1312962761_0,Mangolpuri Flyover,1312962761,trunk,0.036,77.095875,28.68624
mahatma-gandhi-marg_1312963613_0,Mahatma Gandhi Marg,1312963613,primary,0.117,77.129304,28.66189
club-road-flyover_1312963615_0,Club Road Flyover,1312963615,primary,0.181,77.133143,28.665531
club-road-flyover_1312963616_0,Club Road Flyover,1312963616,primary,0.038,77.133416,28.66577
unnamed_1312963617_0,unnamed,1312963617,primary,0.021,77.133416,28.66577
mahatma-gandhi-marg_1312965347_0,Mahatma Gandhi Marg,1312965347,primary,0.041,77.137898,28.669596
shri-hans-maharaj-flyover_1312965348_0,Shri Hans Maharaj Flyover,1312965348,primary,0.022,77.138047,28.669747
shri-hans-maharaj-flyover_1312965349_0,Shri Hans Maharaj Flyover,1312965349,primary,0.022,77.138156,28.669663
mahatma-gandhi-road_1312965350_0,Mahatma Gandhi Road,1312965350,primary,0.175,77.141554,28.678702
mahatma-gandhi-road_1312965351_0,Mahatma Gandhi Road,1312965351,primary,0.176,77.141216,28.677161
shri-hans-maharaj-flyover_1312965352_0,Shri Hans Maharaj Flyover,1312965352,primary,0.054,77.141097,28.677179
shri-hans-maharaj-flyover_1312965353_0,Shri Hans Maharaj Flyover,1312965353,primary,0.055,77.141072,28.676682
moti-nagar-flyover_1312965354_0,Moti Nagar Flyover,1312965354,primary,0.021,77.134469,28.666469
moti-nagar-flyover_1312965355_0,Moti Nagar Flyover,1312965355,primary,0.024,77.137986,28.669506
mahipalpur-flyover_1312967329_0,Mahipalpur Flyover,1312967329,motorway,0.118,77.117008,28.540278
mahipalpur-flyover_1312967331_0,Mahipalpur Flyover,1312967331,motorway,0.123,77.130139,28.551692
mahipalpur-flyover_1312967332_0,Mahipalpur Flyover,1312967332,motorway,0.087,77.130716,28.552174
mahipalpur-flyover_1312967333_0,Mahipalpur Flyover,1312967333,motorway,0.038,77.129362,28.550821
ch-brahm-prakash-flyover_1312967344_0,Ch Brahm Prakash Flyover,1312967344,primary,0.024,77.143437,28.681162
ch-brahm-prakash-flyover_1312967345_0,Ch Brahm Prakash Flyover,1312967345,primary,0.024,77.143575,28.681363
ch-brahm-prakash-flyover_1312967346_0,Ch Brahm Prakash Flyover,1312967346,primary,0.031,77.148605,28.684637
ch-brahm-prakash-flyover_1312967347_0,Ch Brahm Prakash Flyover,1312967347,primary,0.028,77.148769,28.684876
prembari-underpass_1312976993_0,Prembari Underpass,1312976993,primary,0.137,77.155654,28.696185
mahatma-gandhi-road_1312976994_0,Mahatma Gandhi Road,1312976994,primary,0.212,77.154545,28.693816
mahatma-gandhi-road_1312979606_0,Mahatma Gandhi Road,1312979606,primary,0.046,77.173118,28.706591
mahatma-gandhi-road_1312979607_0,Mahatma Gandhi Road,1312979607,primary,0.051,77.173293,28.707018
mahatma-gandhi-road_1312979608_0,Mahatma Gandhi Road,1312979608,primary,0.079,77.172999,28.70664
shalimar-bagh-flyover_1312979609_0,Shalimar Bagh Flyover,1312979609,primary,0.034,77.15907,28.700371
azadpur-flyover_1312979610_0,Azadpur Flyover,1312979610,primary,0.028,77.179142,28.711971
dwarka-flyover_1312985841_0,Dwarka Flyover,1312985841,primary,0.149,77.09432,28.582154
dwarka-flyover_1312985842_0,Dwarka Flyover,1312985842,primary,0.147,77.094267,28.582096
dwarka-flyover_1312985843_0,Dwarka Flyover,1312985843,primary,0.034,77.09461,28.581921
dwarka-flyover_1312985844_0,Dwarka Flyover,1312985844,primary,0.032,77.094947,28.581858
pankha-road-flyover_1312986718_0,Pankha Road Flyover,1312986718,primary,0.026,77.118818,28.606269
pankha-road-flyover_1312986719_0,Pankha Road Flyover,1312986719,primary,0.091,77.124615,28.606375
flyover_1312987915_0,Flyover,1312987915,trunk,0.017,77.162327,28.592752
flyover_1312995763_0,Flyover,1312995763,trunk,0.052,77.302188,28.622016
flyover_1312995764_0,Flyover,1312995764,trunk,0.077,77.290631,28.618125
flyover_1312995765_0,Flyover,1312995765,trunk,0.061,77.31197,28.625274
flyover_1312995766_0,Flyover,1312995766,trunk,0.038,77.302685,28.622186
flyover_1312995767_0,Flyover,1312995767,trunk,0.089,77.290683,28.618606
flyover_1312995768_0,Flyover,1312995768,trunk,0.123,77.291089,28.618742
national-highway-24-bypass_1312995769_0,National Highway 24 Bypass,1312995769,trunk,0.157,77.304582,28.623294
flyover_1312995770_0,Flyover,1312995770,trunk,0.069,77.303023,28.622706
flyover_1312995771_0,Flyover,1312995771,trunk,0.106,77.305518,28.623553
flyover_1312995772_0,Flyover,1312995772,trunk,0.057,77.312154,28.625842
karkari-mor-flyover_1313002299_0,Karkari Mor Flyover,1313002299,primary,0.014,77.301261,28.641113
swami-dayanand-marg_1313004537_0,Swami Dayanand Marg,1313004537,primary,0.121,77.305655,28.636422
swami-dayanand-marg_1313004538_0,Swami Dayanand Marg,1313004538,primary,0.106,77.30596,28.636414
shastri-park-flyover_1313008743_0,Shastri Park Flyover,1313008743,trunk,0.072,77.252543,28.673228
shastri-park-flyover_1313008744_0,Shastri Park Flyover,1313008744,trunk,0.057,77.251946,28.673224
shastri-park-flyover_1313008745_0,Shastri Park Flyover,1313008745,trunk,0.031,77.260128,28.671871
shastri-park-flyover_1313008746_0,Shastri Park Flyover,1313008746,trunk,0.046,77.26061,28.671846
okhla-estate-marg-flyover_1313011684_0,Okhla Estate Marg Flyover,1313011684,trunk,0.03,77.283544,28.538423
okhla-estate-marg-flyover_1313011685_0,Okhla Estate Marg Flyover,1313011685,trunk,0.023,77.286682,28.532548
okhla-estate-marg-flyover_1313011686_0,Okhla Estate Marg Flyover,1313011686,trunk,0.024,77.286902,28.532378
mathura-road_1313016353_0,Mathura Road,1313016353,trunk,0.041,77.298068,28.511803
mathura-road_1313016354_0,Mathura Road,1313016354,trunk,0.045,77.298072,28.512294
lajpat-nagar-flyover_1313027075_0,Lajpat Nagar Flyover,1313027075,primary,1.19,77.252117,28.566017
lajpat-nagar-flyover_1313027076_0,Lajpat Nagar Flyover,1313027076,primary,0.027,77.253771,28.568631
ashram-railway-flyover_1313030094_0,Ashram Railway Flyover,1313030094,primary,0.103,77.254815,28.570068
mahatma-gandhi-marg_1313030095_0,Mahatma Gandhi Marg,1313030095,primary,0.024,77.254006,28.568809
hanuman-mandir-flyover_1313200454_0,Hanuman Mandir Flyover,1313200454,trunk,0.071,77.240211,28.661543
hanuman-mandir-flyover_1313200455_0,Hanuman Mandir Flyover,1313200455,trunk,0.081,77.237698,28.662627
ring-road_1313200457_0,Ring Road,1313200457,trunk,0.028,77.237299,28.662799
hanuman-mandir-flyover_1313200461_0,Hanuman Mandir Flyover,1313200461,trunk,0.022,77.240889,28.661112
outer-ring-road_1313220166_0,Outer Ring Road,1313220166,primary,0.045,77.265698,28.555071
modi-mill-flyover_1313220167_0,Modi Mill Flyover,1313220167,primary,0.096,77.266293,28.555211
